#EXPORTTYPE:DATA SINGLE
#FILE:00592013__Al2O3_900_5_N2_20_air_20.ngb-ds1
#FTYPE:ANSI
#IDENTITY:005920
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#PROJECT:
#DATE/TIME:21.07.2025 08:33
#CORR. FILE:005919_bline_Al2O3_900_5_N2_20_air_20.ngb-bs1
#TEMPCAL:TCALZERO.TCX
#SENSITIVITY:SENSZERO.EXX
#LABORATORY: 11
#OPERATOR:
#REMARK:
#SAMPLE:1
#SAMPLE MASS /mg:9.99
#MATERIAL:
#REFERENCE:
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#DSC RANGE /V:5000
#TG RANGE /mg:5000
#TAU-R:---
#CORR. CODE:020
#EXO:+1
#RANGE:35C/00:00/35C/5,0(K/min)/920C/
#SEGMENT:S1-2/2
#SEG. 1:35C/00:15/35C
#SEG. 2:35C/5,0(K/min)/920C

##Temp./C;Time/min;DSC/(uV/mg);Sensit./(uV/mW);Segment
34.17636;0.25;0.0;1.0;1
34.17971;0.5;0.0;1.0;1
34.17888;0.75;0.0;1.0;1
34.17688;1.0;0.0;1.0;1
34.17253;1.25;0.0;1.0;1
34.17059;1.5;0.0;1.0;1
34.16876;1.75;0.0;1.0;1
34.16682;2.0;0.0;1.0;1
34.16441;2.25;0.0;1.0;1
34.16576;2.5;0.0;1.0;1
34.17024;2.75;0.0;1.0;1
34.16623;3.0;0.0;1.0;1
34.16288;3.25;0.0;1.0;1
34.16018;3.5;0.0;1.0;1
34.158;3.75;0.0;1.0;1
34.16165;4.0;0.0;1.0;1
34.16312;4.25;0.0;1.0;1
34.16582;4.5;0.0;1.0;1
34.16759;4.75;0.0;1.0;1
34.16271;5.0;0.0;1.0;1
34.15965;5.25;0.0;1.0;1
34.15641;5.5;0.0;1.0;1
34.15535;5.75;0.0;1.0;1
34.15588;6.0;0.0;1.0;1
34.15641;6.25;0.0;1.0;1
34.15753;6.5;0.0;1.0;1
34.15565;6.75;0.0;1.0;1
34.15471;7.0;0.0;1.0;1
34.15547;7.25;0.0;1.0;1
34.15894;7.5;0.0;1.0;1
34.15988;7.75;0.0;1.0;1
34.157;8.0;0.0;1.0;1
34.15382;8.25;0.0;1.0;1
34.15247;8.5;0.0;1.0;1
34.15324;8.75;0.0;1.0;1
34.15406;9.0;0.0;1.0;1
34.15082;9.25;0.0;1.0;1
34.15171;9.5;0.0;1.0;1
34.15165;9.75;0.0;1.0;1
34.15165;10.0;0.0;1.0;1
34.15094;10.25;0.0;1.0;1
34.14553;10.5;0.0;1.0;1
34.14282;10.75;0.0;1.0;1
34.14235;11.0;0.0;1.0;1
34.13906;11.25;0.0;1.0;1
34.13618;11.5;0.0;1.0;1
34.13253;11.75;0.0;1.0;1
34.12859;12.0;0.0;1.0;1
34.12518;12.25;0.0;1.0;1
34.12371;12.5;0.0;1.0;1
34.123;12.75;0.0;1.0;1
34.12447;13.0;0.0;1.0;1
34.12429;13.25;0.0;1.0;1
34.12471;13.5;0.0;1.0;1
34.12024;13.75;0.0;1.0;1
34.115;14.0;0.0;1.0;1
34.10647;14.25;0.0;1.0;1
34.10235;14.5;0.0;1.0;1
34.10264;14.75;0.0;1.0;1
34.11549;15.0;0.0;1.0;2
34.10516;15.25;0.0;1.0;2
34.13672;15.5;0.0;1.0;2
34.23371;15.75;0.0;1.0;2
34.42622;16.0;0.0;1.0;2
34.72104;16.25;0.0;1.0;2
35.12375;16.5;0.0;1.0;2
35.61708;16.75;0.0;1.0;2
36.1925;17.0;0.0;1.0;2
36.83655;17.25;0.0;1.0;2
37.54164;17.5;0.0;1.0;2
38.29774;17.75;0.0;1.0;2
39.09878;18.0;0.0;1.0;2
39.94421;18.25;0.0;1.0;2
40.82469;18.5;0.0;1.0;2
41.7454;18.75;0.0;1.0;2
42.69183;19.0;0.0;1.0;2
43.66753;19.25;0.0;1.0;2
44.66731;19.5;0.0;1.0;2
45.6928;19.75;0.0;1.0;2
46.74168;20.0;0.0;1.0;2
47.8057;20.25;0.0;1.0;2
48.88834;20.5;0.0;1.0;2
49.98967;20.75;0.0;1.0;2
51.10446;21.0;0.0;1.0;2
52.23305;21.25;0.0;1.0;2
53.37523;21.5;0.0;1.0;2
54.5253;21.75;0.0;1.0;2
55.68474;22.0;0.0;1.0;2
56.85935;22.25;0.0;1.0;2
58.04364;22.5;0.0;1.0;2
59.23476;22.75;0.0;1.0;2
60.43665;23.0;0.0;1.0;2
61.64896;23.25;0.0;1.0;2
62.86358;23.5;0.0;1.0;2
64.0847;23.75;0.0;1.0;2
65.30787;24.0;0.0;1.0;2
66.53528;24.25;0.0;1.0;2
67.76738;24.5;0.0;1.0;2
69.00398;24.75;0.0;1.0;2
70.24448;25.0;0.0;1.0;2
71.48621;25.25;0.0;1.0;2
72.72937;25.5;0.0;1.0;2
73.97395;25.75;0.0;1.0;2
75.22398;26.0;0.0;1.0;2
76.46965;26.25;0.0;1.0;2
77.71669;26.5;0.0;1.0;2
78.96561;26.75;0.0;1.0;2
80.21691;27.0;0.0;1.0;2
81.47146;27.25;0.0;1.0;2
82.72618;27.5;0.0;1.0;2
83.9838;27.75;0.0;1.0;2
85.24469;28.0;0.0;1.0;2
86.50762;28.25;0.0;1.0;2
87.77336;28.5;0.0;1.0;2
89.03755;28.75;0.0;1.0;2
90.30329;29.0;0.0;1.0;2
91.5698;29.25;0.0;1.0;2
92.84121;29.5;0.0;1.0;2
94.11325;29.75;0.0;1.0;2
95.38379;30.0;0.0;1.0;2
96.65528;30.25;0.0;1.0;2
97.92917;30.5;0.0;1.0;2
99.20502;30.75;0.0;1.0;2
100.48187;31.0;0.0;1.0;2
101.76103;31.25;0.0;1.0;2
103.0401;31.5;0.0;1.0;2
104.31801;31.75;0.0;1.0;2
105.59486;32.0;0.0;1.0;2
106.87277;32.25;0.0;1.0;2
108.14964;32.5;0.0;1.0;2
109.42405;32.75;0.0;1.0;2
110.69828;33.0;0.0;1.0;2
111.97273;33.25;0.0;1.0;2
113.24768;33.5;0.0;1.0;2
114.5243;33.75;0.0;1.0;2
115.79992;34.0;0.0;1.0;2
117.07061;34.25;0.0;1.0;2
118.34429;34.5;0.0;1.0;2
119.61531;34.75;0.0;1.0;2
120.88649;35.0;0.0;1.0;2
122.16033;35.25;0.0;1.0;2
123.43437;35.5;0.0;1.0;2
124.70811;35.75;0.0;1.0;2
125.98445;36.0;0.0;1.0;2
127.25882;36.25;0.0;1.0;2
128.53598;36.5;0.0;1.0;2
129.81523;36.75;0.0;1.0;2
131.09562;37.0;0.0;1.0;2
132.37539;37.25;0.0;1.0;2
133.6561;37.5;0.0;1.0;2
134.93464;37.75;0.0;1.0;2
136.21274;38.0;0.0;1.0;2
137.49378;38.25;0.0;1.0;2
138.77313;38.5;0.0;1.0;2
140.05453;38.75;0.0;1.0;2
141.33595;39.0;0.0;1.0;2
142.61859;39.25;0.0;1.0;2
143.90183;39.5;0.0;1.0;2
145.18944;39.75;0.0;1.0;2
146.47718;40.0;0.0;1.0;2
147.76393;40.25;0.0;1.0;2
149.05209;40.5;0.0;1.0;2
150.3408;40.75;0.0;1.0;2
151.62972;41.0;0.0;1.0;2
152.91426;41.25;0.0;1.0;2
154.20148;41.5;0.0;1.0;2
155.49062;41.75;0.0;1.0;2
156.77878;42.0;0.0;1.0;2
158.06561;42.25;0.0;1.0;2
159.35196;42.5;0.0;1.0;2
160.63758;42.75;0.0;1.0;2
161.92341;43.0;0.0;1.0;2
163.2086;43.25;0.0;1.0;2
164.4928;43.5;0.0;1.0;2
165.78154;43.75;0.0;1.0;2
167.06936;44.0;0.0;1.0;2
168.34977;44.25;0.0;1.0;2
169.63009;44.5;0.0;1.0;2
170.91554;44.75;0.0;1.0;2
